ibge;anomes;cadunico_tot_fam;cadunico_tot_pes;cadunico_tot_fam_rpc_ate_meio_sm;cadunico_tot_pes_rpc_ate_meio_sm;cadunico_tot_fam_pob;cadunico_tot_pes_pob;cadunico_tot_fam_ext_pob;cadunico_tot_pes_ext_pob;cadunico_tot_fam_pob_e_ext_pob;cadunico_tot_pes_pob_e_ext_pob
351460;201806;712;2018;595;1802;196;585;256;773;452;1358
351470;201806;1083;3035;888;2666;92;332;522;1456;614;1788
351480;201806;2530;7904;2150;7234;289;1144;1091;3504;1380;4648
351490;201806;1811;5616;1581;5135;102;424;1101;3390;1203;3814
351492;201806;338;1005;278;865;19;68;151;434;170;502
351495;201806;182;567;145;464;20;72;70;210;90;282
351500;201806;34029;89030;25001;73002;5217;16135;11646;32431;16863;48566
351510;201806;10920;29812;8204;24732;1357;4519;4551;13114;5908;17633
351512;201806;508;1412;339;1025;59;182;118;326;177;508
351515;201806;3055;7503;1884;5466;373;1199;469;1352;842;2551
351518;201806;2243;6182;1515;4830;231;856;764;2192;995;3048
351519;201806;643;1897;432;1385;87;318;84;192;171;510
351520;201806;1056;2754;414;1329;61;214;143;391;204;605
351530;201806;341;998;188;619;31;102;59;158;90;260
351535;201806;2086;5285;1561;4408;154;533;941;2477;1095;3010
351540;201806;1882;5143;1330;4124;440;1499;222;561;662;2060
351550;201806;5685;15683;3883;11781;544;1832;1859;5192;2403;7024
351560;201806;403;1276;340;1130;78;299;82;256;160;555
351565;201806;168;564;140;499;31;119;52;173;83;292
351570;201806;15958;44886;12640;38209;1772;5887;7754;22426;9526;28313
351580;201806;292;776;160;509;22;66;52;179;74;245
351590;201806;513;1229;285;788;32;115;155;382;187;497
351600;201806;1648;4461;1257;3729;147;466;691;1911;838;2377
351610;201806;639;1646;444;1305;33;121;241;616;274;737
351620;201806;19548;57161;14763;47906;2674;9774;5439;15682;8113;25456
351630;201806;25151;71463;21122;64420;3822;12171;12418;36997;16240;49168
351640;201806;14610;41029;11751;35785;1533;5254;7434;21759;8967;27013
351650;201806;386;1119;172;587;26;84;33;113;59;197
351660;201806;766;2363;486;1641;81;310;77;216;158;526
351670;201806;4742;13654;3532;10925;663;2125;1688;4910;2351;7035
351680;201806;449;1370;279;910;52;148;72;225;124;373
351685;201806;436;1344;351;1177;95;313;102;336;197;649
351690;201806;994;2778;648;2028;121;400;227;612;348;1012
351700;201806;912;2595;762;2314;153;450;326;971;479;1421
351710;201806;621;1898;462;1564;55;232;197;605;252;837
351720;201806;1461;4098;986;3138;177;605;360;1095;537;1700
351730;201806;915;2578;748;2278;97;345;395;1109;492;1454
351740;201806;3926;10283;3014;8500;562;1665;1256;3271;1818;4936
351750;201806;1293;3880;797;2793;136;519;267;917;403;1436
351760;201806;3252;9719;2380;7809;536;1922;708;2132;1244;4054
351770;201806;1990;6126;1645;5416;419;1424;669;2144;1088;3568
351780;201806;1367;3690;711;2234;114;416;192;564;306;980
351790;201806;1216;3179;986;2830;175;467;574;1680;749;2147
351800;201806;566;1303;284;776;40;125;86;199;126;324
351810;201806;991;2765;815;2447;61;167;588;1714;649;1881
351820;201806;2499;7530;1760;5955;404;1451;303;985;707;2436
351830;201806;4369;12479;3314;10451;428;1548;1782;5357;2210;6905
351840;201806;6892;21170;5539;18568;1065;3957;2351;7353;3416;11310
351850;201806;1980;5268;1269;3968;236;848;375;1053;611;1901
351860;201806;2788;8649;2334;7731;490;1725;1135;3703;1625;5428
351870;201806;23477;64743;18594;56352;5939;18646;6429;19787;12368;38433
351880;201806;114103;326099;88906;278685;25595;85982;25098;73902;50693;159884
351885;201806;709;2275;631;2102;130;440;292;949;422;1389
351890;201806;607;1837;487;1611;104;356;80;217;184;573
351900;201806;1037;3041;811;2654;161;545;318;1044;479;1589
351905;201806;408;1178;285;918;35;126;112;311;147;437
351907;201806;20959;57650;16700;49723;1420;4857;11481;33092;12901;37949
351910;201806;1200;3353;868;2640;147;499;380;1029;527;1528
351920;201806;931;2529;713;2126;76;257;372;1056;448;1313
351925;201806;985;2825;770;2389;109;356;353;1029;462;1385
351930;201806;2767;8337;2607;8030;274;1073;2063;6142;2337;7215
351940;201806;1084;2958;796;2439;100;335;421;1257;521;1592
351950;201806;1401;3599;1077;3084;57;184;672;1882;729;2066
351960;201806;4886;13375;3622;11032;866;2819;1441;4136;2307;6955
351970;201806;5501;18565;4834;17284;974;3868;2362;7997;3336;11865
351980;201806;915;2511;656;1990;87;310;347;980;434;1290
351990;201806;1413;3602;996;2903;128;466;361;935;489;1401
352000;201806;2249;7013;1956;6385;215;830;1186;3629;1401;4459
352010;201806;1937;5744;1559;5004;380;1313;246;828;626;2141
352020;201806;1560;4465;1224;3868;228;786;543;1619;771;2405
352030;201806;5185;14510;4145;12869;848;2834;2124;6564;2972;9398
352040;201806;2128;6149;1383;4572;253;886;270;781;523;1667
352042;201806;3149;8125;1947;5900;394;1244;763;2298;1157;3542
352044;201806;1960;5651;1139;3968;186;711;234;750;420;1461
352050;201806;12415;35202;8110;25919;1960;7040;1180;3236;3140;10276
352060;201806;748;2192;561;1815;85;312;246;731;331;1043
352070;201806;818;1814;585;1472;89;246;270;654;359;900
352080;201806;468;1269;282;862;40;140;97;252;137;392
352090;201806;1389;4478;1092;3746;173;653;349;1073;522;1726
352100;201806;3263;9465;2609;8238;615;2101;1076;3220;1691;5321
352110;201806;564;1800;449;1536;96;364;161;492;257;856
352115;201806;534;1600;447;1447;101;348;226;723;327;1071
352120;201806;824;2585;659;2228;73;294;349;1090;422;1384
352130;201806;1877;5523;1192;3761;232;756;372;1120;604;1876
352140;201806;1454;3982;885;2824;136;458;368;1109;504;1567
352150;201806;825;2359;637;2010;158;501;297;939;455;1440
352160;201806;972;2521;706;2087;114;397;313;849;427;1246
352170;201806;2756;8037;2263;6939;441;1487;1083;3056;1524;4543
352180;201806;2811;7821;2244;6730;514;1663;755;2043;1269;3706
352190;201806;1149;3256;859;2740;145;526;321;957;466;1483
352200;201806;385;1236;256;943;35;143;75;273;110;416
352210;201806;16986;43508;13780;38734;1696;5129;9528;26513;11224;31642
352215;201806;507;1431;449;1350;60;196;292;850;352;1046
352220;201806;14730;40645;10526;32737;3002;9710;2872;8733;5874;18443
352230;201806;12322;39173;9703;33858;2581;9888;3006;9770;5587;19658
352240;201806;11586;31527;8525;26019;1938;6687;3105;8541;5043;15228
352250;201806;21199;63302;17642;56864;4390;14919;8339;26292;12729;41211
352260;201806;5477;15420;3762;11829;607;2080;1953;5904;2560;7984
352265;201806;890;2637;770;2428;61;248;543;1641;604;1889
352270;201806;1491;4837;1154;4055;265;988;337;1094;602;2082
352280;201806;2265;6216;1796;5461;195;720;942;2685;1137;3405
352290;201806;1067;3286;900;2908;165;583;413;1211;578;1794
352300;201806;943;2669;671;2093;102;355;292;799;394;1154
352310;201806;44771;123488;33750;104199;8899;27943;13668;42337;22567;70280
352320;201806;5638;16121;4505;13790;820;2786;2009;5465;2829;8251
352330;201806;1931;5725;1581;5214;389;1419;656;2045;1045;3464
352340;201806;4842;14065;3623;11840;835;2944;1275;3865;2110;6809
352350;201806;1849;5764;1540;5040;234;899;694;2022;928;2921
352360;201806;1063;3009;931;2797;139;520;654;1855;793;2375
352370;201806;968;3032;860;2804;42;188;633;1995;675;2183
352380;201806;867;2541;693;2223;160;551;208;641;368;1192
352390;201806;17765;44818;11609;33892;1815;5818;5821;15997;7636;21815
352400;201806;3470;9774;2819;8600;601;2199;1533;4250;2134;6449
352410;201806;2884;8130;2338;7187;319;1116;1311;3873;1630;4989
352420;201806;933;2356;646;1875;103;313;226;629;329;942
352430;201806;6998;19251;5315;16272;1529;5009;1900;5648;3429;10657
352440;201806;16577;48257;13017;41148;2835;9518;5417;16500;8252;26018
352450;201806;768;2064;383;1267;66;231;104;319;170;550
352460;201806;2627;7833;1903;6332;393;1472;623;1948;1016;3420
352470;201806;3791;9884;2735;8063;293;994;1482;4030;1775;5024
352480;201806;3619;9213;2513;7185;444;1390;1117;2917;1561;4307
352490;201806;702;2248;548;1900;108;410;215;712;323;1122
352500;201806;9320;24905;6998;20774;3450;11042;963;1916;4413;12958
352510;201806;3262;9350;2480;7932;618;2157;832;2494;1450;4651
352520;201806;2290;6852;1842;5971;438;1534;789;2373;1227;3907
352530;201806;8754;25719;5837;19085;1297;4595;862;2151;2159;6746
352540;201806;541;1632;389;1281;78;281;74;219;152;500
352550;201806;913;2799;653;2252;127;469;176;571;303;1040
352560;201806;558;1617;370;1195;68;232;85;235;153;467
352570;201806;1973;6068;1286;4566;307;1200;212;635;519;1835
352580;201806;818;2396;640;2030;118;420;239;701;357;1121
352585;201806;251;770;197;656;22;83;97;307;119;390
352590;201806;13437;37522;9685;29992;3015;9969;3555;10088;6570;20057
352600;201806;1992;5984;1552;5040;264;868;727;2320;991;3188
352610;201806;3163;9316;2447;8029;538;1963;810;2490;1348;4453
352620;201806;5413;15231;4423;13642;1318;4142;1621;5012;2939;9154
352630;201806;796;2081;613;1790;107;384;289;759;396;1143
352640;201806;2786;7625;2115;6466;180;583;1360;4084;1540;4667
352650;201806;633;1876;458;1442;73;245;151;448;224;693
352660;201806;975;3231;820;2899;174;627;324;1111;498;1738
352670;201806;10045;28457;5980;19820;1418;5142;468;1524;1886;6666
352680;201806;3071;9605;2228;7603;407;1564;924;2905;1331;4469
352690;201806;30564;80228;22079;64196;2176;7149;13079;35972;15255;43121
352700;201806;565;1490;421;1274;150;487;111;290;261;777
352710;201806;4985;13801;3614;11132;934;3159;1348;3823;2282;6982
352720;201806;8029;23713;6457;20458;2787;8959;1026;2929;3813;11888
352725;201806;423;1171;211;692;16;59;87;271;103;330
352730;201806;2598;7832;2277;7055;385;1358;1212;3383;1597;4741
352740;201806;2189;5541;1689;4756;232;718;892;2404;1124;3122
352750;201806;440;1154;225;714;43;132;58;160;101;292
352760;201806;1425;4362;1115;3635;180;637;496;1541;676;2178
352770;201806;775;2315;592;1895;116;397;209;636;325;1033
352780;201806;621;1992;466;1616;92;335;141;466;233;801
352790;201806;612;1679;419;1308;53;172;140;388;193;560
352800;201806;1189;3938;885;3148;217;792;175;567;392;1359
352810;201806;1082;2702;662;1894;102;312;308;825;410;1137
352820;201806;562;1453;370;1135;80;252;73;213;153;465
352830;201806;591;1586;276;871;41;139;50;122;91;261
352840;201806;3853;12061;3301;10967;1071;3735;1075;3415;2146;7150
352850;201806;10352;27436;7128;22097;1894;6308;2037;6094;3931;12402
352860;201806;886;2766;755;2478;148;520;301;939;449;1459
352870;201806;854;2249;572;1612;52;172;326;849;378;1021
352880;201806;1983;5020;1381;3883;213;628;663;1651;876;2279
352885;201806;261;807;210;710;26;92;132;437;158;529
352890;201806;672;1667;424;1129;51;150;201;461;252;611
352900;201806;17865;49308;12579;38714;2287;7671;5174;14778;7461;22449
352910;201806;412;1149;207;675;25;75;37;111;62;186
352920;201806;2515;6865;1818;5548;204;693;1049;3011;1253;3704
352930;201806;5493;16150;4243;13547;799;2700;1676;5068;2475;7768
352940;201806;22345;66209;17618;56238;4900;17177;4125;12045;9025;29222
352950;201806;478;1270;269;850;56;190;21;52;77;242
352960;201806;656;1887;347;1154;44;169;72;213;116;382
352965;201806;314;876;173;568;39;137;30;87;69;224
352970;201806;3109;7628;2441;6577;253;692;1606;4321;1859;5013
352980;201806;1314;3874;1061;3427;222;764;499;1569;721;2333
352990;201806;4021;11860;3354;10730;715;2571;1648;4972;2363;7543
353000;201806;473;1297;236;766;43;156;53;146;96;302
353010;201806;2637;6974;1776;5304;413;1340;558;1530;971;2870
353020;201806;3812;10137;2200;6703;297;976;781;2200;1078;3176
353030;201806;3964;10810;2792;8549;683;2206;595;1764;1278;3970
353040;201806;580;1500;438;1253;80;252;199;516;279;768
353050;201806;4900;15126;3775;12800;937;3444;1479;4744;2416;8188
353060;201806;44962;122763;37650;110669;3367;11842;26555;74696;29922;86538
353070;201806;9640;28403;6810;22432;1499;5266;2016;6316;3515;11582
353080;201806;4532;13422;3121;10479;663;2455;871;2685;1534;5140
353090;201806;539;1776;454;1578;40;162;260;844;300;1006
353100;201806;313;861;121;405;17;62;30;82;47;144
353110;201806;7215;21108;6097;19314;1023;3545;3599;11434;4622;14979
353120;201806;548;1514;365;1124;61;212;128;333;189;545
353130;201806;2435;6484;1720;5337;494;1644;517;1538;1011;3182
353140;201806;2195;5874;1668;4873;202;665;933;2552;1135;3217
353150;201806;1465;4040;1078;3344;269;831;357;1053;626;1884
353160;201806;642;1743;441;1381;91;321;154;424;245;745
353170;201806;501;1500;413;1373;75;299;202;635;277;934
353180;201806;9573;24856;7634;21776;1057;3307;5058;14087;6115;17394
353190;201806;3475;9903;2762;8385;339;1117;1621;4593;1960;5710
353200;201806;1540;4575;806;2702;150;534;190;583;340;1117
353205;201806;328;1077;283;963;63;241;131;436;194;677
353210;201806;956;2373;620;1764;34;122;371;1009;405;1131
353215;201806;427;1276;348;1097;51;182;136;374;187;556
353220;201806;643;1830;446;1435;113;370;81;247;194;617
353230;201806;785;2359;667;2166;181;643;246;695;427;1338
353240;201806;2083;6196;1746;5539;246;908;1003;3031;1249;3939
353250;201806;1274;3016;766;2131;110;322;360;978;470;1300
353260;201806;998;2550;581;1786;123;405;175;503;298;908
353270;201806;636;1808;517;1564;61;185;271;779;332;964
353280;201806;720;2072;510;1603;85;273;163;493;248;766
353282;201806;1804;5417;1584;4969;209;722;895;2687;1104;3409
353284;201806;401;1010;203;601;30;106;72;188;102;294
353286;201806;130;377;93;304;23;78;24;66;47;144
353290;201806;1175;3383;828;2649;105;396;419;1211;524;1607
353300;201806;1627;4642;1220;3790;199;688;503;1404;702;2092
353310;201806;329;865;231;677;25;95;126;336;151;431
353320;201806;618;1698;516;1503;28;85;378;1088;406;1173
353325;201806;619;1949;435;1511;87;310;127;431;214;741
353330;201806;561;1537;360;1091;49;172;180;503;229;675
353340;201806;2932;8073;1957;6240;508;1727;589;1859;1097;3586
353350;201806;3232;9258;2177;6908;463;1577;391;1079;854;2656
353360;201806;493;1549;411;1375;65;241;207;672;272;913
353370;201806;548;1760;456;1584;44;174;275;928;319;1102
353380;201806;268;860;213;734;34;119;87;291;121;410
353390;201806;5396;14460;4104;12014;699;2183;1794;4959;2493;7142
353400;201806;413;1233;322;1044;65;227;57;137;122;364
353410;201806;571;1616;449;1392;97;331;208;618;305;949
353420;201806;507;1426;295;929;49;145;35;92;84;237
353430;201806;2109;6435;1589;5342;397;1441;477;1501;874;2942
353440;201806;58349;169992;42246;136692;8917;30019;18482;57433;27399;87452
353450;201806;413;1117;287;869;37;130;120;338;157;468
353460;201806;3408;9565;2469;7641;229;792;1078;3311;1307;4103
353470;201806;7007;19693;5031;15816;1028;3536;1661;4819;2689;8355
353475;201806;1414;3985;1021;3078;129;423;436;1201;565;1624
353480;201806;1502;4322;1291;3883;89;298;899;2604;988;2902
353490;201806;923;2590;661;2016;128;383;264;772;392;1155
353500;201806;980;2448;788;2146;198;535;399;1117;597;1652
353510;201806;863;2708;626;2092;170;593;109;324;279;917
353520;201806;1161;3139;775;2405;81;278;370;1087;451;1365
353530;201806;2359;6529;1861;5543;255;863;971;2701;1226;3564
353540;201806;1951;5764;1637;5202;322;1067;822;2545;1144;3612
353550;201806;5825;16293;4630;14130;925;3040;2175;6264;3100;9304
353560;201806;2056;6291;1589;5469;519;1923;369;1188;888;3111
353570;201806;523;1494;381;1222;83;260;165;498;248;758
353580;201806;2138;5923;1714;5120;383;1171;780;2243;1163;3414
353590;201806;699;1996;438;1389;109;364;135;437;244;801
353600;201806;1711;4566;1407;3958;177;515;734;1987;911;2502
353610;201806;589;1946;441;1611;95;379;98;331;193;710
353620;201806;2483;7249;1829;5984;409;1424;487;1461;896;2885
353625;201806;519;1375;316;962;32;117;181;528;213;645
353630;201806;1248;4152;966;3457;208;773;222;729;430;1502
353640;201806;1348;3688;1049;3129;127;430;622;1812;749;2242
353650;201806;8949;25372;6580;20267;954;3208;3376;9667;4330;12875
353657;201806;303;894;243;788;31;98;107;326;138;424
353660;201806;1108;2512;750;1961;248;675;231;537;479;1212
353670;201806;3432;10422;2836;9204;685;2432;1228;3675;1913;6107
353680;201806;722;2091;555;1825;112;385;256;813;368;1198
353690;201806;503;1322;212;679;19;61;26;71;45;132
353700;201806;1918;5569;1628;4992;219;722;966;2838;1185;3560
353710;201806;3366;7862;1848;5214;266;730;923;2416;1189;3146
353715;201806;552;1546;364;1159;20;86;103;294;123;380
353720;201806;1924;5450;1550;4885;241;850;901;2722;1142;3572
353730;201806;4130;11876;3116;9724;510;1725;1338;3854;1848;5579
353740;201806;1858;5188;1297;4074;306;1084;341;958;647;2042
353750;201806;881;2804;609;2213;150;574;102;365;252;939
353760;201806;11679;29269;9252;25828;1299;3987;5820;15885;7119;19872
353770;201806;673;2050;336;1166;69;251;37;80;106;331
353780;201806;4436;13858;3528;11952;972;3596;852;2635;1824;6231
353790;201806;2218;7155;1725;6114;528;2170;341;998;869;3168
353800;201806;16413;47251;12762;40612;2450;8338;5777;18217;8227;26555
353810;201806;1093;3140;733;2400;127;491;251;769;378;1260
353820;201806;1621;4922;1215;4011;224;818;443;1414;667;2232
353830;201806;617;1614;473;1368;63;183;243;662;306;845
353850;201806;1694;4941;1306;4162;352;1089;384;1257;736;2346
353860;201806;2495;7564;1985;6471;498;1711;743;2303;1241;4014
353870;201806;27974;77535;19256;59883;3060;10464;8219;23195;11279;33659
353880;201806;2909;8578;2325;7479;261;955;1261;3920;1522;4875
353890;201806;2354;5519;1635;4430;163;495;1032;2637;1195;3132
353900;201806;739;2172;548;1784;111;392;202;630;313;1022
353910;201806;2006;6516;1776;6126;232;837;1224;4284;1456;5121
353920;201806;2259;6418;1533;4923;316;1156;341;925;657;2081
353930;201806;4219;11965;2886;9446;717;2527;638;1913;1355;4440
353940;201806;1093;3429;765;2659;150;544;204;670;354;1214
353950;201806;3061;9093;2486;7917;488;1723;1246;3627;1734;5350
353960;201806;621;1859;426;1432;92;286;129;426;221;712
353970;201806;608;1651;486;1430;47;146;308;878;355;1024
353980;201806;13498;37195;10850;32504;1541;4873;6488;18872;8029;23745
353990;201806;788;2059;515;1532;53;162;285;809;338;971
354000;201806;2320;6048;1376;4191;266;853;251;759;517;1612
354010;201806;357;1008;267;834;35;112;166;499;201;611
354020;201806;3741;11255;3011;9615;777;2661;941;2727;1718;5388
354025;201806;781;2194;522;1673;101;347;115;348;216;695
354030;201806;476;1153;266;742;44;123;91;233;135;356
354040;201806;754;1915;479;1403;37;112;284;785;321;897
354050;201806;955;2908;687;2353;158;583;169;557;327;1140
354060;201806;4246;12699;2841;9562;721;2521;683;2101;1404;4622
354070;201806;3114;9321;2268;7568;520;1889;532;1505;1052;3394
354075;201806;2128;6964;1700;6106;279;1151;869;2996;1148;4147
354080;201806;1464;4263;936;3138;164;569;241;732;405;1301
354085;201806;407;880;327;781;2;11;227;507;229;518
354090;201806;1469;4258;1307;3926;115;395;923;2727;1038;3122
354100;201806;15381;46063;11459;38938;2735;9979;4526;15186;7261;25165
354105;201806;1016;2854;862;2606;134;411;522;1568;656;1979
354110;201806;462;1290;360;1133;90;296;108;319;198;615
354120;201806;1613;4464;1070;3264;194;627;347;930;541;1557
354130;201806;5721;15694;3834;11966;1136;3847;188;398;1324;4245
354140;201806;21599;53731;13920;39810;2775;8422;4784;12646;7559;21068
354150;201806;3408;8679;2517;7111;504;1528;1046;2776;1550;4304
354160;201806;3252;9973;2424;8136;675;2347;673;2214;1348;4561
354165;201806;524;1620;424;1416;84;328;197;614;281;942
354170;201806;1466;4411;1176;3763;98;354;664;2000;762;2354
354180;201806;487;1446;355;1149;60;212;116;331;176;543
354190;201806;1461;4361;1107;3627;144;524;398;1273;542;1797
354200;201806;925;2517;730;2169;93;290;348;957;441;1247
354210;201806;677;2000;536;1739;51;192;326;974;377;1166
354220;201806;3036;8608;2354;7278;423;1395;1118;3291;1541;4686
354230;201806;690;1933;548;1721;60;247;335;976;395;1223
354240;201806;1442;4320;969;3291;176;646;241;725;417;1371
354250;201806;530;1440;350;1139;103;342;94;308;197;650
